,ID,Year_Birth,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Day_Customer_Enroll,Month_Customer_Enroll,Year_Customer_Enroll,Total_Children,Age,Education_encoded,Country_AUS,Country_CA,Country_GER,Country_IND,Country_ME,Country_SA,Country_SP,Country_US,Income_Normalized,Total_Spending_Standardized,MntWines_Standardized,MntFruits_Standardized,MntMeatProducts_Standardized,MntFishProducts_Standardized,MntSweetProducts_Standardized,MntGoldProds_Standardized,Marital_Status_Standardized
566,2535,1978,1,0,24,1,6,5,8,9,0,1,1,1,0,1,0,18,8,2012,1,47,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1299,0.39560855995648053,-0.4188005813010052,-0.6614491798474453,1.3872333866889814,-0.6870680334894731,2.3972371642093897,0.5939536753300036,-0.43302037532744686
567,1523,1973,1,1,25,2,2,0,4,5,0,0,0,0,0,0,0,7,5,2014,2,52,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0862,-0.8466793681549687,-0.6981283219082338,-0.6111531307323078,-0.6733432777747667,-0.6504492534945548,-0.6072732556138207,-0.7290057871219767,-0.43302037532744686
568,1839,1974,0,0,25,1,3,0,4,7,0,0,0,0,0,0,0,21,4,2014,0,51,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0626,-0.7719427949397077,-0.7367587541198719,-0.4854130079444641,-0.5271088048128233,-0.5039741335148821,-0.6072732556138207,-0.49892588060858883,0.01978247240811857
569,9972,1955,1,1,25,1,1,0,3,7,1,0,0,0,1,0,0,13,4,2014,2,70,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0666,-0.9297200050608143,-0.7902470448744475,-0.6614491798474453,-0.7309507974264414,-0.6870680334894731,-0.6557331010948403,-0.7290057871219767,0.0747787930849252
570,2945,1955,1,1,25,1,1,0,3,7,1,0,0,0,1,0,0,13,4,2014,2,70,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,-0.9297200050608143,-0.7902470448744475,-0.6614491798474453,-0.7309507974264414,-0.6870680334894731,-0.6557331010948403,-0.7290057871219767,0.0747787930849252
571,9291,1959,0,1,25,1,0,0,3,5,0,0,0,0,0,0,0,23,3,2014,1,66,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0489,-0.9812051999424385,-0.8793941961320737,-0.6111531307323078,-0.7220881020954145,-0.6870680334894731,-0.6557331010948403,-0.8248724148358884,-0.43302037532744686
572,2829,1955,0,1,25,2,9,3,8,6,0,1,0,1,0,0,0,10,3,2014,1,70,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0955,0.20793672054926962,0.9570371197750251,-0.6614491798474453,-0.4296191561715277,-0.6870680334894731,-0.48612364191127194,-0.3071926251807656,-0.43302037532744686
573,8594,1958,0,1,25,2,3,1,3,6,0,0,0,0,0,0,0,28,1,2014,1,67,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0734,-0.7819076713684092,-0.5703507384389697,-0.6614491798474453,-0.7132254067643876,-0.6504492534945548,-0.6315031783543305,-0.5756191827797181,3.841021891253701
574,1592,1970,0,0,25,0,4,6,5,1,0,0,1,1,0,0,0,24,1,2014,0,55,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1339,1.857123769499362,0.7222829547966095,1.8282052513518599,2.858440811639442,2.0776498561268513,1.33112056362696,-0.21132599746685396,-0.43302037532744686
575,4310,1944,0,0,25,1,5,10,5,1,0,0,0,1,0,1,0,22,1,2014,0,81,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1186,1.3655231990167565,0.603420086453108,1.6773171040064474,1.564487293309519,3.74380434589563,0.3134638085255501,-0.34553927626633024,-0.43302037532744686
576,6950,1958,1,1,25,2,2,0,3,7,0,0,0,0,0,0,0,15,12,2013,2,67,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0719,-0.916433503155879,-0.7991617600002102,-0.6363011552898765,-0.6689119301092532,-0.6870680334894731,-0.6315031783543305,-0.8248724148358884,-0.43302037532744686
577,8492,1978,0,0,25,1,8,4,10,6,0,0,0,1,0,0,0,9,11,2013,0,47,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1108,1.4734760269943556,1.459232738526319,-0.6614491798474453,1.6752709849473548,1.0523240162691416,0.7496024178547258,-0.8440457403786708,0.0747787930849252
578,5684,1971,1,1,25,2,2,0,3,7,0,0,0,0,0,0,0,11,10,2013,2,54,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0645,-0.8931821248222422,-0.7367587541198719,-0.6614491798474453,-0.6999313637678474,-0.6870680334894731,-0.6557331010948403,-0.7865257637503237,0.13950038983227211
579,5909,1964,0,1,25,5,3,4,8,8,0,0,0,0,0,0,0,19,9,2013,1,61,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0854,0.9386943253207104,1.756389909385073,-0.4099689342717579,-0.2922473785406111,-0.44904596352250475,-0.6557331010948403,2.070299742124243,-0.43302037532744686
580,9855,1952,0,1,25,1,6,6,13,4,0,0,0,1,0,0,0,25,8,2013,1,73,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0906,0.6879116018650568,1.7682761962194231,-0.6614491798474453,-0.2922473785406111,-0.6870680334894731,-0.6557331010948403,-0.4605792295230242,0.01978247240811857
581,975,1956,1,1,25,5,4,1,5,6,0,0,0,0,0,0,0,28,5,2013,2,69,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.5676628281513277,-0.37422700567219214,-0.5608570816171703,-0.6245984534541189,-0.5405929135098003,-0.5588134101328012,-0.0004194164962483906,0.01978247240811857
582,8754,1974,0,1,25,1,1,0,2,7,0,0,0,0,0,0,0,16,5,2013,1,51,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0652,-0.9729011362518539,-0.8615647658805485,-0.6614491798474453,-0.726519449760928,-0.6870680334894731,-0.6557331010948403,-0.7865257637503237,0.0747787930849252
583,1456,1979,0,1,25,7,10,2,12,7,0,0,0,0,0,0,0,1,4,2013,1,46,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0883,0.9536416399637626,-0.11570026702507631,4.343007707108733,0.6028848498931032,3.597329225915957,-0.43766379643025244,2.4154196018943246,0.01978247240811857
584,2849,1979,0,1,25,7,10,2,12,7,0,0,0,0,0,0,0,1,4,2013,1,46,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0883,0.9536416399637626,-0.11570026702507631,4.343007707108733,0.6028848498931032,3.597329225915957,-0.43766379643025244,2.4154196018943246,0.01978247240811857
585,9984,1981,1,1,25,5,8,5,4,8,1,0,0,1,0,1,0,27,3,2013,2,44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0821,0.19631103138245123,0.13391175649627693,-0.25908078692634545,-0.10169942892353333,-0.17440511356061822,-0.5345834873922914,2.6454995084077124,-0.43302037532744686
586,5527,1987,1,0,25,2,2,0,3,8,0,0,0,0,0,0,0,13,2,2013,1,38,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0311,-0.9097902522034114,-0.8912804829664238,-0.35967288515662044,-0.6910686684368205,-0.6321398634970958,-0.3407441054682134,-0.5564458572369358,0.0747787930849252
587,5628,1982,0,0,25,1,10,3,10,6,1,0,0,0,0,0,0,8,2,2013,0,43,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0898,1.7591358179504644,1.6167260390814586,3.2113466020181405,0.6915118032033719,2.9931193559998066,0.8222921860762551,0.6514736519583507,0.0747787930849252
588,7627,1975,0,0,25,0,5,11,5,2,0,0,1,1,0,1,0,12,12,2012,0,50,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.136,2.4583379806976837,1.524607316115245,3.940639314187634,2.791970596656741,1.2537273062411918,3.2937443056082505,-0.4605792295230242,-0.43302037532744686
589,1351,1956,0,1,25,4,7,8,13,6,0,0,1,0,0,0,0,20,9,2012,1,69,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0856,1.020074149488439,1.955485213860438,-0.35967288515662044,0.11986795435213853,-0.39411779353012744,-0.07421495532260602,-0.6139658338652828,0.0747787930849252
590,10629,1973,1,0,25,3,3,0,3,8,0,0,0,0,0,0,0,14,9,2012,1,52,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0669,-0.8250888025594489,-0.8288774770860856,-0.5860051061747391,-0.5492655431403904,-0.37580840353266837,-0.5588134101328012,-0.5180992061513712,-0.43302037532744686
591,10395,1986,1,0,25,3,3,1,3,8,0,0,0,0,0,0,0,22,8,2012,1,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0108,-0.8383753044643842,-0.9001951980921865,0.47021192524314803,-0.726519449760928,-0.6138304734996367,-0.5103535646517817,-0.03876606758181304,0.01978247240811857
592,6961,1974,2,0,26,1,1,0,2,8,0,0,0,0,0,0,0,22,5,2014,2,51,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0376,-0.9878484508949061,-0.9001951980921865,-0.6363011552898765,-0.7176567544299011,-0.6870680334894731,-0.583043332873311,-0.8248724148358884,-0.43302037532744686
593,10196,1978,2,0,26,2,8,2,8,4,0,0,0,0,0,0,0,12,3,2014,2,47,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1048,0.013621630189591052,-0.27319356758021585,2.4317578407335096,0.04453504403841009,-0.41242718352758656,0.8949819542977844,-0.4030592528946772,-0.43302037532744686
594,6182,1984,1,0,26,2,2,0,4,6,0,0,0,0,0,0,0,10,2,2014,1,41,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0375,-0.9180943158939959,-0.8704794810063111,-0.5608570816171703,-0.6511865394471995,-0.5039741335148821,-0.583043332873311,-0.7481791126647591,0.0747787930849252
595,10432,1974,1,0,26,1,1,0,3,8,0,0,0,0,0,0,0,30,1,2014,1,51,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0265,-0.9695795107756201,-0.897223626383599,-0.6614491798474453,-0.6999313637678474,-0.6321398634970958,-0.5103535646517817,-0.8056990892931061,0.13950038983227211
596,1542,1975,1,2,26,6,4,2,8,5,0,0,0,0,0,0,0,30,12,2013,3,50,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.082,-0.3484355467198955,0.12796861307910185,-0.6614491798474453,-0.584716324464498,-0.6138304734996367,-0.583043332873311,-0.7098324615791944,0.01978247240811857
597,4220,1970,0,1,26,1,2,1,3,3,0,0,0,0,0,0,0,2,11,2013,1,55,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0875,-0.8616266827980209,-0.6862420350738837,-0.6614491798474453,-0.6822059731057936,-0.6870680334894731,-0.6315031783543305,-0.8440457403786708,-0.43302037532744686
598,4141,1965,0,0,26,1,8,2,10,4,0,0,0,0,0,0,0,21,8,2013,0,60,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1051,0.2826732937645306,0.3627227780575174,0.570804023473423,-0.17703233923726175,1.3452742562284872,-0.1469047235441353,-0.03876606758181304,0.0747787930849252
599,1940,1986,1,0,26,1,1,0,2,8,0,0,0,0,0,0,0,12,7,2013,1,39,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0354,-0.9762227617280878,-0.9001951980921865,-0.5860051061747391,-0.7220881020954145,-0.6504492534945548,-0.6072732556138207,-0.7290057871219767,-0.43302037532744686
600,1506,1975,1,1,26,4,2,1,4,6,0,0,0,0,0,1,0,28,6,2013,2,50,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0608,-0.7736036076778247,-0.7605313277885721,-0.43511695882932666,-0.5404028478093635,-0.6321398634970958,-0.2922842599871939,-0.4605792295230242,0.01978247240811857
601,6347,1979,1,0,26,1,1,0,3,8,0,0,0,0,0,0,0,27,6,2013,1,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0213,-0.9463281324419834,-0.9001951980921865,-0.6363011552898765,-0.7220881020954145,-0.48566474351742295,-0.43766379643025244,-0.6523124849508475,0.01978247240811857
602,1361,1974,0,0,26,1,3,4,8,1,0,1,1,0,0,1,0,4,6,2013,0,51,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1216,1.3771488881835747,2.2942443886394175,1.048616490067229,-0.28338468320958426,-0.15609572356315912,1.549189868291548,0.4597403965305274,-0.43302037532744686
603,9422,1989,1,0,26,2,2,1,4,3,0,0,0,0,0,0,0,31,5,2013,1,36,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0551,-0.7885509223208769,-0.7961901882916226,-0.6111531307323078,-0.5536968908059039,-0.32088023354029105,-0.1469047235441353,-0.6523124849508475,-0.43302037532744686
604,1081,1957,1,2,26,11,6,3,5,4,0,0,0,0,0,0,0,27,3,2013,3,68,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1106,0.6862507891269399,1.2749952925938917,-0.43511695882932666,0.057829087034950405,-0.4673553535199639,-0.1953645690251548,0.4213937454449628,-0.43302037532744686
605,7458,1956,1,1,26,2,3,0,3,8,0,0,0,0,0,0,0,6,3,2013,2,69,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0499,-0.8450185554168518,-0.78727547316586,-0.6111531307323078,-0.6290298011196324,-0.6138304734996367,-0.583043332873311,-0.3838859273518949,0.0747787930849252
606,1012,1952,0,1,26,4,8,2,10,7,0,0,0,0,0,0,0,18,2,2013,1,73,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0904,0.462041069481157,0.6509652337905086,-0.4854130079444641,-0.1460129055786677,-0.009620603583486308,-0.3165141827277036,2.396246276351542,0.01978247240811857
607,5453,1956,0,0,26,1,4,7,12,2,0,0,0,1,0,0,0,26,9,2012,0,69,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1331,2.900114169036782,2.31504539059953,2.0545374723699785,2.1361311421607523,3.9452076358676798,3.0029852327221334,1.2266734182418204,-0.43302037532744686
608,6818,1974,0,1,26,5,5,1,5,6,0,0,0,0,0,0,0,12,9,2012,1,51,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0651,-0.3932774906490521,-0.6119527423591953,-0.6614491798474453,-0.2700906402130439,0.21009207638602292,-0.41343387368974266,1.1883267671562558,-0.43302037532744686
609,7807,1974,0,1,26,5,5,1,5,6,0,0,0,0,0,0,0,12,9,2012,1,51,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0651,-0.3932774906490521,-0.6119527423591953,-0.6614491798474453,-0.2700906402130439,0.21009207638602292,-0.41343387368974266,1.1883267671562558,-0.43302037532744686
610,7532,1980,0,1,26,3,3,0,4,8,0,0,0,0,0,0,0,30,8,2012,1,45,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0629,-0.78689010958276,-0.6089811706506078,-0.6111531307323078,-0.6910686684368205,-0.6138304734996367,-0.6557331010948403,-0.5372725316941535,-0.43302037532744686
611,8346,1974,1,0,26,2,6,2,2,9,1,0,0,0,0,1,0,19,8,2012,1,51,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0459,-0.5145168205315865,-0.4930898740156937,-0.2842288114839142,-0.584716324464498,-0.22933328355299554,-0.3892039509492329,0.5364336987016567,0.01978247240811857
612,5564,1969,0,1,26,2,7,5,6,4,0,0,0,0,0,0,0,9,8,2012,1,56,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092,1.2160500525862346,0.6093632298702831,2.683238086309197,1.46256629700271,0.7410643863123368,-0.07421495532260602,1.0157668372712148,0.0747787930849252
613,3267,1963,0,1,27,3,8,1,8,6,0,1,0,0,0,0,0,25,6,2014,1,62,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0836,0.003656753760889588,0.6628515206248587,-0.6614491798474453,-0.6467551917816861,-0.6870680334894731,-0.6557331010948403,0.3063537921882688,0.0747787930849252
614,3091,1981,1,0,27,1,7,5,8,4,0,0,0,0,0,0,0,2,5,2014,1,44,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1114,0.3607314924560254,0.10716761111898908,-0.13334066413850176,-0.1460129055786677,4.036754585854975,-0.3165141827277036,0.2296604900171395,0.0747787930849252
615,762,1981,1,0,27,1,7,5,8,4,0,0,0,0,0,0,0,2,5,2014,1,44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1114,0.3607314924560254,0.10716761111898908,-0.13334066413850176,-0.1460129055786677,4.036754585854975,-0.3165141827277036,0.2296604900171395,0.0747787930849252
616,8029,1988,0,0,27,1,3,4,7,1,0,1,1,1,0,1,0,29,4,2014,0,37,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1331,1.6860600574733202,2.6151741331668714,0.14328760599475437,0.8200208855032616,-0.3025708435428319,-0.2680543372466841,-0.5372725316941535,0.01978247240811857
617,4376,1960,0,0,27,1,2,1,3,7,1,0,0,0,0,1,0,15,2,2014,0,65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0459,-0.8516618063693194,-0.8734510527148986,-0.05789659046579554,-0.6733432777747667,-0.44904596352250475,-0.6315031783543305,-0.26884597409520095,0.01978247240811857
618,10981,1988,0,0,27,1,3,4,10,1,0,0,0,0,0,0,0,2,2,2014,0,37,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1241,0.9835362692498669,0.3864953517262177,2.7838301845394717,1.0327255734479066,0.1368545163961865,2.663766314354997,0.018753909046533936,-0.43302037532744686
619,486,1988,0,0,27,1,3,4,10,1,0,0,0,0,0,0,0,2,2,2014,0,37,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1241,0.9835362692498669,0.3864953517262177,2.7838301845394717,1.0327255734479066,0.1368545163961865,2.663766314354997,0.018753909046533936,-0.43302037532744686
620,1158,1966,0,1,27,1,3,0,4,7,0,0,0,0,0,0,0,5,1,2014,1,59,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0709,-0.766960356725357,-0.600066455524845,-0.6363011552898765,-0.6733432777747667,-0.6504492534945548,-0.6557331010948403,-0.3838859273518949,0.13950038983227211
621,9119,1950,0,1,27,2,3,3,7,2,0,0,0,0,0,0,0,5,12,2013,1,75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.089,-0.35507879767236317,-0.285079854414566,-0.23393276236877672,-0.403031070178447,-0.02792999358094541,-0.24382441450617434,-0.11545936975294234,0.0747787930849252
622,6694,1964,0,1,27,1,8,3,13,4,0,0,0,0,0,0,0,25,11,2013,1,61,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1105,0.7676306132946685,0.39838163856056785,0.9983204409520916,1.0327255734479066,-0.4673553535199639,0.2650039630445306,1.3417133714985146,-0.43302037532744686
623,10573,1953,0,0,27,1,6,7,4,3,1,0,0,0,0,0,0,18,11,2013,0,72,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0915,-0.3069152282669727,-0.5317203062273317,-0.25908078692634545,-0.3055414215371514,1.7663902261700466,-0.1469047235441353,-0.3263659507235479,0.13950038983227211
624,10140,1983,0,0,27,1,5,7,4,3,0,1,0,0,1,0,0,28,9,2013,0,42,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1029,1.8621062077137127,2.9836490250317262,-0.6614491798474453,1.0150001827858528,-0.26595206354791373,-0.6557331010948403,-0.8440457403786708,0.0747787930849252
625,2286,1962,1,1,27,2,2,1,3,6,0,0,0,0,0,0,0,10,9,2013,2,63,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0738,-0.8167847388688644,-0.7129861804511716,-0.6363011552898765,-0.6467551917816861,-0.6870680334894731,-0.6315031783543305,-0.3263659507235479,0.01978247240811857
626,8420,1970,0,0,27,2,2,0,4,5,0,0,0,0,0,0,0,3,8,2013,0,55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0204,-0.8998253757747099,-0.8823657678406612,-0.5608570816171703,-0.6822059731057936,-0.41242718352758656,-0.46189371917076216,-0.5180992061513712,-0.43302037532744686
627,10065,1970,0,0,27,2,2,0,4,5,0,0,0,0,0,0,0,3,8,2013,0,55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0204,-0.8998253757747099,-0.8823657678406612,-0.5608570816171703,-0.6822059731057936,-0.41242718352758656,-0.46189371917076216,-0.5180992061513712,-0.43302037532744686
628,1029,1970,0,1,27,1,5,1,5,5,0,0,0,0,0,0,0,1,8,2013,1,55,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0943,-0.542750637079574,-0.3088524280832663,-0.5357090570596016,-0.544834195474877,-0.6870680334894731,-0.41343387368974266,-0.4605792295230242,0.0747787930849252
629,4207,1981,0,0,27,1,6,7,11,2,1,0,1,0,0,0,0,1,5,2013,0,44,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1285,1.149617543061558,2.071376510495352,0.4450639006855793,-0.2656592925475305,0.37487658636315485,0.4103834994875892,-0.0004194164962483906,-0.43302037532744686
630,10277,1961,0,1,27,1,1,0,3,7,0,0,0,0,0,0,0,21,2,2013,1,64,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0426,-0.936363256013282,-0.7961901882916226,-0.6614491798474453,-0.7309507974264414,-0.6870680334894731,-0.6557331010948403,-0.7673524382075414,0.01978247240811857
631,4436,1976,0,0,27,1,2,1,4,7,0,0,0,0,0,0,0,20,2,2013,0,49,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0277,-0.7785860458921754,-0.8496784790461983,0.3947678515704418,-0.6334611487851458,-0.41242718352758656,-0.17113464628464506,-0.49892588060858883,0.01978247240811857
632,2929,1976,0,0,27,1,2,1,4,7,0,0,0,0,0,0,0,20,2,2013,0,49,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0277,-0.7785860458921754,-0.8496784790461983,0.3947678515704418,-0.6334611487851458,-0.41242718352758656,-0.17113464628464506,-0.49892588060858883,0.01978247240811857
633,6281,1966,0,1,27,2,6,3,5,4,1,0,0,0,0,0,0,14,2,2013,1,59,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0811,0.6248007178166143,1.0967009900786393,-0.6614491798474453,0.14202469267970572,-0.009620603583486308,0.48307326770911846,-0.34553927626633024,0.13950038983227211
634,10390,1959,0,1,27,1,1,0,3,6,0,0,0,0,0,0,0,10,2,2013,1,66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0378,-0.9562930088706849,-0.8853373395492488,-0.4854130079444641,-0.7220881020954145,-0.6321398634970958,-0.5588134101328012,-0.7290057871219767,-0.43302037532744686
635,2574,1977,0,1,27,3,6,4,8,5,0,1,0,1,1,1,0,31,1,2013,1,48,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0906,1.036682276869608,2.2169835242161415,-0.35967288515662044,-0.10169942892353333,-0.6870680334894731,-0.6557331010948403,-0.3838859273518949,-0.43302037532744686
636,709,1952,0,1,27,3,2,2,11,8,0,0,0,0,0,0,0,9,12,2012,1,73,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0749,0.8257590591287605,1.4354601648576188,-0.1584886886960705,0.1641814310072729,-0.6870680334894731,-0.6557331010948403,0.9199002095573032,0.13950038983227211
637,5955,1962,0,0,27,1,4,3,8,3,0,0,0,0,0,0,0,17,11,2012,0,63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1057,2.2025728190276794,1.5721524634526456,0.16843563055232313,1.6929963756094086,2.0776498561268513,2.566846623392958,3.6233391110896114,0.0747787930849252
638,8486,1971,1,0,27,4,9,0,4,10,0,0,0,0,0,0,0,1,10,2012,1,54,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0433,-0.3965991161252859,-0.059240404561913075,-0.6614491798474453,-0.5093834141507695,-0.5405929135098003,-0.583043332873311,-0.4605792295230242,0.0747787930849252
639,10343,1991,0,0,27,2,3,6,8,3,0,0,0,0,0,0,0,29,9,2012,0,34,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0901,1.2276757417530528,0.8946341138946868,1.62702105489131,1.028294225782393,-0.6870680334894731,0.4346134222280989,3.086485995891706,0.01978247240811857
640,6652,1965,0,0,28,1,3,4,9,1,0,0,0,0,0,0,0,9,6,2014,0,60,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1137,0.8772442540103846,-0.22861999195140278,3.1359025283454343,1.799348719581731,1.107252186261519,0.6526827268926868,-0.2496726485524186,-0.43302037532744686
641,8746,1989,1,0,28,2,2,5,10,6,0,1,0,1,0,0,0,5,4,2014,1,36,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1108,0.9669281418686979,1.4740905970692568,-0.6614491798474453,0.5762967639000225,-0.6870680334894731,0.16808427208249158,0.24883381555992184,-0.43302037532744686
642,4686,1962,0,0,28,0,6,5,13,2,0,0,1,0,0,0,0,2,4,2014,0,63,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1216,1.7940128854509194,1.6553564712930966,0.11813958143718564,1.7328785045990296,0.44811414635299124,1.646109559253587,0.670646977501133,3.841021891253701
643,3551,1954,0,1,28,2,2,1,5,2,0,0,0,0,0,0,0,29,3,2014,1,71,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0877,-0.6772764688670438,-0.7189293238683466,-0.6363011552898765,-0.48722667582320234,-0.3391896235377502,-0.3892039509492329,0.07627388567488091,0.0747787930849252
644,4338,1983,1,0,28,1,1,0,3,4,1,0,0,0,0,0,0,25,3,2014,1,42,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0561,-0.9330416305370481,-0.8348206205032607,-0.6614491798474453,-0.6999313637678474,-0.6870680334894731,-0.6557331010948403,-0.6139658338652828,0.01978247240811857
645,4444,1972,1,0,28,1,2,0,3,8,0,0,0,0,0,0,0,24,3,2014,1,53,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0425,-0.9048078139890606,-0.8704794810063111,-0.6614491798474453,-0.6689119301092532,-0.5589023035072593,-0.5103535646517817,-0.4414059039802419,-0.43302037532744686
646,498,1970,1,0,28,2,1,0,4,5,0,0,0,0,0,0,0,2,2,2014,1,55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0425,-0.9114510649415283,-0.8288774770860856,-0.6614491798474453,-0.6423238441161726,-0.6504492534945548,-0.583043332873311,-0.7481791126647591,0.01978247240811857
647,8230,1980,1,0,28,1,2,0,3,7,0,0,0,0,0,0,0,23,1,2014,1,45,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0474,-0.8881996866078915,-0.8377921922118482,-0.6111531307323078,-0.6024417151265518,-0.5589023035072593,-0.5588134101328012,-0.7481791126647591,-0.43302037532744686
