ID,Year_Birth,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Day_Customer_Enroll,Month_Customer_Enroll,Year_Customer_Enroll,Total_Children,Age,Education_Encoded,Country_AUS,Country_CA,Country_GER,Country_IND,Country_ME,Country_SA,Country_SP,Country_US,Income_Normalized,Total_Spending_Standardized,MntWines_Standardized,MntFruits_Standardized,MntMeatProducts_Standardized,MntFishProducts_Standardized,MntSweetProducts_Standardized,MntGoldProds_Standardized,Marital_Status_Standardized
6222,1967,2,1,28,2,2,0,3,7,0,0,0,0,0,0,0,28,10,2013,3,58,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0313,-0.9447,-0.8289,-0.6614,-0.7044,-0.6504,-0.6557,-0.8057,-0.433
7352,1957,0,1,28,4,3,4,6,3,0,0,0,0,0,0,0,21,10,2013,1,68,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0805,-0.3335,-0.4247,0.0427,-0.1372,-0.1012,-0.583,0.0188,-0.433
10928,1958,0,1,28,2,7,1,7,5,0,0,0,0,0,0,0,16,9,2013,1,67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.098,-0.0113,0.0329,-0.5609,-0.4651,0.0636,0.0954,1.9553,0.0748
10736,1971,0,1,28,2,6,9,5,2,0,0,0,0,0,0,0,12,9,2013,1,54,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1061,1.5266,0.648,-0.6614,1.5733,3.4692,2.2519,1.7252,0.0198
10163,1984,0,0,28,1,8,4,7,4,0,0,0,0,0,1,0,10,9,2013,0,41,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1218,1.1911,1.2126,0.596,1.1214,0.503,0.265,-0.1155,0.0198
6168,1963,1,1,28,2,1,1,2,4,0,0,0,0,0,0,0,15,7,2013,2,62,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0653,-0.9181,-0.8051,-0.6614,-0.7177,-0.6871,-0.6557,-0.5564,0.1395
4656,1990,1,0,28,5,10,5,4,9,1,0,0,0,0,0,0,30,3,2013,1,35,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0745,0.1731,0.1131,0.1433,0.2794,-0.0645,0.1196,-0.0771,0.0198
626,1951,1,1,28,1,1,0,3,4,0,0,0,0,0,0,0,9,3,2013,2,74,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0468,-0.9347,-0.8378,-0.6112,-0.6866,-0.6871,-0.6073,-0.7482,-0.433
3870,1978,0,0,28,1,7,3,13,4,0,0,0,0,0,0,0,9,2,2013,0,47,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0934,0.6647,0.1636,0.2187,0.6516,1.0157,2.1549,0.8624,0.0748
6299,1968,0,1,28,6,6,8,4,7,1,0,0,0,0,1,0,2,1,2013,1,57,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0614,0.3441,0.0596,0.5457,0.0844,0.027,-0.2196,2.9523,0.1395
7798,1972,0,1,28,4,7,1,5,7,0,0,0,0,0,0,0,14,12,2012,1,53,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0671,-0.2936,-0.2108,-0.1585,-0.4872,-0.5406,-0.1711,0.9007,0.0748
9973,1963,0,2,28,3,7,1,8,7,0,0,0,0,0,0,0,17,10,2012,2,62,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0733,-0.1923,0.1963,-0.4351,-0.3321,-0.5772,-0.4377,-0.7674,-0.433
4299,1960,0,1,28,7,11,11,5,7,0,0,0,0,0,1,0,21,9,2012,1,65,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1041,2.0249,2.0714,-0.2339,1.7949,1.0157,2.373,-0.5181,0.0748
10971,1977,2,0,28,4,7,2,3,9,1,0,0,0,0,1,1,3,9,2012,2,48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0542,-0.2206,-0.3891,-0.4603,-0.2657,-0.5589,-0.6073,2.5305,0.0198
9931,1963,1,1,29,15,0,0,0,19,0,0,0,0,0,0,0,23,6,2014,2,62,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0034,-0.9912,-0.8883,-0.6614,-0.7354,-0.6688,-0.6315,-0.8249,-0.433
6679,1966,0,0,29,1,0,0,3,3,0,0,0,0,0,0,0,12,6,2014,0,59,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0474,-0.9795,-0.8735,-0.586,-0.7265,-0.6871,-0.6557,-0.844,0.0198
5961,1978,1,0,29,1,1,0,3,5,0,0,0,0,0,0,0,7,6,2014,1,47,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0616,-0.9115,-0.8794,-0.5609,-0.6512,-0.5772,-0.583,-0.5373,-0.433
6255,1952,0,1,29,1,4,1,7,2,0,0,0,0,0,0,0,3,6,2014,1,73,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1035,-0.4514,-0.4931,0.3193,-0.4606,0.3199,-0.2196,-0.4414,0.0748
8614,1957,0,1,29,1,4,2,10,2,0,0,0,0,0,0,0,12,5,2014,1,68,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0959,-0.1641,-0.1751,-0.1836,-0.1859,-0.0096,0.9677,-0.5756,3.841
7828,1981,0,0,29,1,3,3,5,1,0,0,0,0,0,0,0,30,4,2014,0,44,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1145,0.3524,-0.7011,2.5826,1.015,2.7551,-0.1227,-0.5564,0.0748
1277,1960,0,0,29,1,10,7,10,4,0,0,0,1,0,0,0,9,4,2014,0,65,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1154,0.6613,0.3865,-0.1082,0.9795,1.2171,-0.1227,-0.1922,0.0748
3595,1963,0,1,29,2,6,8,12,3,0,0,0,0,0,0,0,28,2,2014,1,62,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1135,0.8839,0.9719,0.4199,0.3193,1.6565,1.1857,-0.4414,0.0748
5735,1991,0,0,29,1,3,4,10,1,0,0,1,0,0,0,0,13,2,2014,0,34,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1337,3.1874,2.532,2.3563,3.3149,1.034,2.8334,0.9966,0.0198
5350,1991,0,0,29,1,3,4,10,1,0,0,1,0,0,1,0,13,2,2014,0,34,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1337,3.1874,2.532,2.3563,3.3149,1.034,2.8334,0.9966,0.0198
4137,1948,0,0,29,1,7,4,4,4,0,0,0,0,0,0,0,6,12,2013,0,77,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1037,0.7809,0.2795,0.3445,0.8865,1.4917,2.3003,-0.2688,0.0748
6357,1959,0,1,29,3,7,1,7,5,0,0,0,0,0,0,0,17,11,2013,1,66,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0862,-0.1907,-0.2197,0.2187,-0.4075,0.4664,0.7254,-0.2497,0.1395
9316,1952,0,0,29,1,1,0,3,6,0,0,0,0,0,0,0,2,11,2013,0,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0171,-0.958,-0.8972,-0.6614,-0.7088,-0.6321,-0.4861,-0.6523,0.0748
3578,1949,0,1,29,2,3,1,6,6,0,0,0,0,0,0,0,20,10,2013,1,76,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0713,-0.6142,-0.5406,-0.1333,-0.5493,-0.2293,-0.4134,-0.5564,0.1395
153,1953,0,0,29,1,1,0,3,4,0,0,0,0,0,0,0,17,10,2013,0,72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0324,-0.9297,-0.8467,-0.586,-0.7132,-0.6138,-0.6073,-0.614,0.1395
10524,1963,0,1,29,4,2,11,5,2,0,0,0,0,0,0,0,20,6,2013,1,62,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0718,0.3142,0.2439,-0.083,-0.3188,0.3016,0.3377,2.9139,0.1395
1518,1965,1,1,29,5,9,3,7,7,0,0,0,0,0,0,0,17,6,2013,2,60,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0917,0.2378,0.2231,-0.5106,-0.0441,-0.2293,1.5492,0.9007,-0.433
2036,1973,0,1,29,3,4,2,8,4,0,0,0,0,0,0,0,11,6,2013,1,52,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0845,-0.3401,-0.1811,-0.3848,-0.2125,-0.504,-0.583,-0.5564,0.0748
9495,1982,0,0,29,1,2,8,6,1,0,0,0,0,0,0,0,8,5,2013,0,43,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1055,0.9022,0.1607,2.0545,1.0903,1.8946,1.6946,-0.2305,0.0748
2631,1982,0,0,29,1,2,8,6,1,0,0,0,0,0,0,0,8,5,2013,0,43,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1055,0.9022,0.1607,2.0545,1.0903,1.8946,1.6946,-0.2305,0.0748
6312,1959,0,1,29,4,10,3,13,7,0,0,0,0,0,0,0,17,3,2013,1,66,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0952,0.4272,-0.1365,2.0294,0.5497,0.8509,0.2408,0.8049,-0.433
615,1960,0,0,29,1,5,1,4,7,0,0,0,0,0,0,0,11,3,2013,0,65,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0433,-0.4365,-0.71,0.2439,-0.4119,0.0087,-0.1711,1.265,0.0748
4406,1970,0,1,29,4,9,4,8,5,0,0,0,0,0,0,0,16,1,2013,1,55,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0988,1.4369,1.6108,1.451,0.82,0.9791,0.7011,-0.0388,0.0748
10061,1950,0,1,29,2,9,2,12,7,0,0,0,0,0,0,0,5,1,2013,1,75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0868,0.8008,1.2483,-0.2339,-0.1061,-0.6871,-0.4619,2.9139,-0.433
10619,1994,0,0,29,1,7,3,7,3,0,0,1,0,0,1,0,3,12,2012,0,31,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1411,2.2989,1.3849,0.0678,3.2041,3.8903,-0.0015,-0.3839,0.0198
4945,1953,0,0,29,2,10,4,12,6,0,0,0,0,0,0,0,7,11,2012,0,72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0781,1.0035,1.5187,-0.41,0.3193,-0.1744,-0.4134,1.2267,3.841
1777,1980,0,0,29,1,2,0,3,8,0,0,0,0,0,0,0,7,9,2012,0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0364,-0.8832,-0.8972,-0.6112,-0.6911,0.0636,-0.4861,-0.6331,-0.433
4023,1970,1,0,29,3,3,2,2,8,0,0,0,0,0,1,0,6,9,2012,1,55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.032,-0.8151,-0.8556,-0.2339,-0.6556,-0.3209,-0.1469,-0.4222,-0.433
7922,1951,0,1,29,2,11,2,10,7,0,1,0,0,0,0,0,12,8,2012,1,74,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0951,0.5982,1.5306,-0.6614,-0.4208,-0.4674,-0.6557,0.3639,0.0198
10699,1985,1,0,30,2,3,0,3,8,0,0,0,0,0,0,0,16,6,2014,1,40,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0641,-0.8533,-0.7665,-0.6614,-0.5626,-0.6321,-0.6557,-0.7865,-0.433
7516,1983,1,0,30,1,2,0,3,6,0,0,0,0,0,0,0,22,5,2014,1,42,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0427,-0.9314,-0.8883,-0.586,-0.6911,-0.4674,-0.5346,-0.6715,-0.433
3129,1983,1,0,30,1,2,0,3,6,0,0,0,0,0,0,0,22,5,2014,1,42,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0427,-0.9314,-0.8883,-0.586,-0.6911,-0.4674,-0.5346,-0.6715,-0.433
5121,1977,0,1,30,2,7,6,5,5,1,0,0,0,0,0,0,21,3,2014,1,48,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0826,0.2578,0.5202,-0.5357,-0.3764,-0.5589,-0.2438,2.4346,0.0198
2186,1977,0,0,30,1,5,10,6,2,0,1,1,1,0,1,0,10,3,2014,0,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1212,2.7423,1.8842,2.9096,2.6014,2.2241,1.3069,2.6647,0.0748
10548,1995,0,0,30,1,3,8,12,1,0,0,0,0,0,0,0,9,3,2014,0,30,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1044,0.5883,-0.0622,-0.2339,0.9086,1.8396,1.9126,-0.0004,0.0198
6384,1978,0,1,30,3,5,2,11,8,1,0,0,0,0,0,0,11,2,2014,1,47,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1042,1.407,1.798,-0.3597,0.4921,-0.6871,-0.365,3.7959,0.1395
2625,1954,0,1,30,2,3,2,7,3,0,0,0,0,0,0,0,17,11,2013,1,71,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0615,-0.4248,-0.4396,0.0678,-0.4917,-0.1378,0.1196,0.0571,0.0198
1676,1975,0,1,30,4,4,2,5,5,0,0,0,0,0,0,0,30,10,2013,1,50,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0622,-0.5643,-0.2702,-0.6112,-0.5448,-0.6871,-0.6073,-0.7482,-0.433
5534,1975,0,1,30,2,3,2,3,7,1,0,0,0,0,0,0,20,10,2013,1,50,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0693,-0.6341,-0.5377,-0.6363,-0.6246,-0.6504,-0.6557,0.5364,-0.433
6859,1987,1,0,30,2,4,0,3,9,0,0,0,0,0,0,0,8,10,2013,1,38,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0414,-0.8417,-0.7932,-0.5609,-0.6335,-0.3941,-0.4377,-0.6715,0.0198
271,1969,1,1,30,5,3,4,3,6,1,0,0,0,0,0,0,2,10,2013,2,56,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0584,-0.5776,-0.4455,-0.6614,-0.5182,-0.5772,-0.3892,-0.1346,3.841
7699,1969,1,1,30,5,3,4,3,6,1,0,0,0,0,0,0,2,10,2013,2,56,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0584,-0.5776,-0.4455,-0.6614,-0.5182,-0.5772,-0.3892,-0.1346,3.841
7832,1959,0,1,30,1,8,7,7,4,1,0,1,1,0,1,0,28,8,2013,1,66,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.114,1.5283,1.8901,0.4451,1.015,-0.6871,1.4765,0.268,-0.433
938,1981,1,1,30,2,2,1,2,8,1,0,0,0,0,0,0,30,7,2013,2,44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0579,-0.8616,-0.7516,-0.6363,-0.7088,-0.6504,-0.6315,-0.3647,-0.433
7873,1973,1,1,30,4,4,1,7,5,0,0,0,0,0,0,0,6,7,2013,2,52,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0929,-0.5079,-0.4842,-0.3848,-0.2346,-0.4124,-0.3165,-0.7482,0.0748
9967,1974,1,1,30,8,6,1,7,8,0,0,0,0,0,0,0,30,5,2013,2,51,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0772,-0.2637,-0.4277,-0.2842,0.1287,-0.4124,-0.3892,0.1146,0.1395
1087,1975,1,0,30,3,4,1,2,9,0,0,0,0,0,1,0,22,5,2013,1,50,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0315,-0.7188,-0.8556,-0.3094,-0.5803,-0.0096,-0.1227,0.0763,0.0748
8314,1982,0,0,30,1,5,6,7,2,0,0,1,0,0,0,0,5,4,2013,0,43,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1176,1.9368,0.752,2.5826,2.6324,-0.1561,3.8268,1.2842,-0.433
3762,1986,0,0,30,1,3,5,8,1,0,0,0,1,0,1,0,2,4,2013,0,39,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1025,0.5301,-0.3207,-0.6614,1.529,-0.0829,2.4942,0.1913,0.0198
10383,1966,0,0,30,1,5,5,10,3,0,0,0,0,0,1,0,2,4,2013,0,59,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1031,0.8092,-0.0266,0.2187,1.3961,1.5284,2.2519,-0.0771,0.1395
6798,1966,1,1,30,9,5,1,8,7,0,0,0,0,0,1,0,20,3,2013,2,59,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0531,-0.287,-0.2167,-0.4854,-0.1327,-0.6138,-0.2923,-0.0963,0.0198
4168,1966,1,1,30,9,5,1,8,7,0,0,0,0,0,1,0,20,3,2013,2,59,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0531,-0.287,-0.2167,-0.4854,-0.1327,-0.6138,-0.2923,-0.0963,0.0198
6690,1966,1,1,30,4,3,1,3,7,0,0,0,0,0,0,0,14,3,2013,2,59,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0548,-0.8566,-0.7902,-0.5609,-0.6423,-0.6138,-0.6073,-0.4606,-0.433
10602,1983,1,0,30,2,3,0,4,8,0,0,0,0,0,0,0,14,2,2013,1,42,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0574,-0.747,-0.817,-0.3597,-0.4784,-0.3392,-0.6315,-0.1538,-0.433
3220,1983,1,0,30,2,3,0,4,8,0,0,0,0,0,0,0,14,2,2013,1,42,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0574,-0.747,-0.817,-0.3597,-0.4784,-0.3392,-0.6315,-0.1538,-0.433
5424,1983,1,0,30,2,3,0,4,8,0,0,0,0,0,0,0,14,2,2013,1,42,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0574,-0.747,-0.817,-0.3597,-0.4784,-0.3392,-0.6315,-0.1538,-0.433
7488,1963,0,1,30,3,5,3,13,3,0,0,0,0,0,0,0,22,1,2013,1,62,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0939,0.3641,0.3449,-0.2842,0.0844,2.0776,0.265,-0.5564,0.0198
5289,1975,1,1,30,2,1,1,2,4,0,0,0,0,0,0,0,9,11,2012,2,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,-0.8865,-0.8794,-0.5609,-0.6866,-0.4124,-0.5588,-0.288,0.0198
347,1976,0,1,30,4,7,1,5,9,0,0,0,0,0,0,0,8,9,2012,1,49,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0587,-0.38,-0.2227,0.0175,-0.4252,-0.449,-0.583,-0.1922,0.1395
5236,1979,0,1,30,1,10,2,8,5,0,1,1,1,0,0,0,25,8,2012,1,46,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1141,2.6377,2.7519,-0.6614,1.015,3.5607,3.6572,2.1853,0.0748
9478,1985,1,0,30,2,4,3,6,3,0,0,0,0,0,0,0,14,8,2012,1,40,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0974,-0.3401,-0.6328,0.948,-0.1726,0.503,-0.583,0.1146,0.0198
477,1986,0,0,31,1,4,7,10,1,1,0,1,1,1,1,0,17,6,2014,0,39,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.123,2.5763,2.2467,0.8726,2.9604,0.7777,-0.1711,1.0925,-0.433
7411,1964,1,1,31,2,1,0,3,6,0,0,0,0,0,0,0,5,6,2014,2,61,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0451,-0.9779,-0.8705,-0.6614,-0.7177,-0.6871,-0.6557,-0.8249,-0.433
3107,1976,0,1,31,1,4,1,7,2,0,0,0,0,0,0,0,2,5,2014,1,49,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1047,-0.4248,-0.5436,-0.0579,-0.1903,-0.2476,-0.2923,-0.0388,0.0748
7437,1988,1,0,31,1,1,0,4,3,0,0,0,0,0,0,0,28,4,2014,1,37,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0394,-0.958,-0.8645,-0.6614,-0.7044,-0.6504,-0.6315,-0.7482,0.0198
255,1951,1,1,31,2,1,0,3,6,0,0,0,0,0,0,1,30,3,2014,2,74,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0309,-0.9712,-0.8527,-0.6614,-0.731,-0.6871,-0.6557,-0.8057,0.1395
3790,1956,2,1,31,1,1,0,2,6,0,0,0,0,0,0,0,23,1,2014,3,69,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0495,-0.9812,-0.8794,-0.6363,-0.7177,-0.6871,-0.6557,-0.8249,0.0748
749,1981,1,0,31,2,3,1,3,6,1,0,0,0,0,1,0,19,11,2013,1,44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0608,-0.7653,-0.7665,-0.4854,-0.4784,-0.6504,-0.5588,-0.3264,0.0748
1503,1976,1,1,31,0,0,0,1,1,0,0,0,0,0,0,0,3,6,2013,2,49,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2416,-0.8284,-0.6506,-0.6363,-0.6689,-0.6504,-0.6315,-0.8057,0.0748
8650,1978,1,1,31,1,1,0,3,4,0,0,0,0,0,0,0,18,3,2013,2,47,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0789,-0.9364,-0.8883,-0.5106,-0.6955,-0.5772,-0.5346,-0.6523,3.841
607,1955,0,1,31,6,8,1,7,8,0,0,0,0,0,0,0,13,2,2013,1,70,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0602,-0.1408,-0.0058,0.0678,-0.1593,-0.1012,-0.6557,-0.3264,0.1395
1008,1981,0,0,31,1,7,3,13,6,1,0,0,0,0,0,0,21,12,2012,0,44,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.065,0.6896,1.2601,-0.2339,-0.1504,-0.4857,-0.4619,1.5334,0.0748
9396,1978,1,0,31,1,1,0,2,9,0,0,0,0,0,0,0,23,11,2012,1,47,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0541,-0.9646,-0.8764,-0.6614,-0.7132,-0.6138,-0.6315,-0.7482,-0.433
933,1978,1,0,31,1,1,0,2,9,0,0,0,0,0,0,0,23,11,2012,1,47,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0541,-0.9646,-0.8764,-0.6614,-0.7132,-0.6138,-0.6315,-0.7482,-0.433
5710,1970,0,1,31,2,2,1,4,5,0,1,0,0,0,0,0,10,10,2012,1,55,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0584,-0.8068,-0.5763,-0.6614,-0.7177,-0.6504,-0.6557,-0.7865,0.0748
2882,1975,0,1,31,2,3,2,9,8,0,0,0,0,0,0,0,1,10,2012,1,50,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0995,0.6464,1.2096,0.0427,-0.1106,0.2101,-0.2196,0.0571,0.1395
2379,1953,0,0,31,2,3,4,5,7,0,0,0,0,0,1,0,22,9,2012,0,72,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1016,1.7093,1.4087,0.4451,1.4714,1.0523,1.1131,1.9553,0.0198
5342,1976,1,0,31,2,1,0,3,8,0,0,0,0,0,0,0,8,8,2012,1,49,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118,-0.958,-0.9032,-0.6363,-0.7265,-0.504,-0.5104,-0.6715,0.1395
3262,1958,0,0,31,1,2,9,13,5,0,0,0,0,0,1,0,7,8,2012,0,67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1001,1.7425,2.0535,2.1551,1.1081,0.0819,0.5073,-0.0579,0.0198
5832,1960,0,0,32,0,3,5,13,0,0,0,0,0,0,0,0,20,4,2014,0,65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1366,1.0915,0.5618,3.9406,0.82,2.6819,-0.0984,-0.3072,0.0748
5025,1979,1,0,32,1,2,1,4,3,0,0,0,0,0,0,0,24,12,2013,1,46,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0704,-0.7819,-0.8348,-0.2339,-0.6379,0.1002,-0.1711,-0.6715,0.0198
569,1991,0,0,32,1,5,6,7,2,0,1,1,1,0,1,0,14,12,2013,0,34,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1332,2.3006,1.1888,2.5826,3.0401,1.5101,1.1373,1.2842,0.0198
3102,1981,1,0,32,1,1,0,3,8,0,0,0,0,0,0,0,16,10,2013,1,44,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0266,-0.953,-0.8972,-0.586,-0.6866,-0.6321,-0.5346,-0.7098,0.0748
9449,1958,0,1,32,1,5,2,11,3,0,0,0,0,0,0,0,4,10,2013,1,67,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1174,-0.0013,0.33,-0.5357,-0.1903,-0.4124,0.1923,-0.6331,0.0198
8104,1951,0,0,32,1,5,1,5,7,0,0,0,0,0,0,0,9,8,2013,0,74,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0776,-0.5444,-0.187,-0.6614,-0.6866,-0.6871,-0.6557,-0.3647,-0.433
75,1982,0,0,32,1,8,1,5,8,0,0,0,0,0,0,0,25,7,2013,0,43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0591,-0.2305,-0.8021,-0.3848,-0.1327,2.5903,0.8223,0.0188,0.0748
6421,1961,0,0,32,1,4,7,9,1,0,0,0,1,0,0,0,3,7,2013,0,64,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1303,2.5082,2.217,3.8149,1.7196,0.7228,2.688,1.4184,0.0748
3037,1983,0,0,32,2,5,2,7,5,0,0,0,0,0,0,0,20,6,2013,0,42,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0728,-0.3252,-0.502,0.4954,-0.3321,0.503,0.8223,-0.6331,-0.433
4698,1983,0,0,32,2,5,2,7,5,0,0,0,0,0,0,0,20,6,2013,0,42,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0728,-0.3252,-0.502,0.4954,-0.3321,0.503,0.8223,-0.6331,-0.433
